기간,품목코드,품목명,반입_금액(1000달러),반입_금액_증가율(퍼센트),반입_중량(kg),반입_중량_증가율(퍼센트),반출_금액(1000달러),반출_금액_증가율(퍼센트),반출_중량(kg),반축_중량_증가율(퍼센트),반출입_금액(1000달러),반출입_금액_증가율(퍼센트),반출입_중량(kg),반출입_중량_증가율(퍼센트)
2000,74,제74류 동과 그 제품,5.873,-65.499,4104,-71.25,929.044,267.01,983247,841.041,934.917,246.059,987351,731.383
2000,76,제76류 알루미늄과 그 제품,7.004,3791.111,950,216.666,153.809,1.676,36506,-37.374,160.813,6.18,37456,-36.074
2000,79,제79류 아연과 그 제품,11663.09,-16.449,10172125,-20.258,,,,,11663.09,-16.561,10172125,-20.363
2000,82,제82류 비금속제의 공구·도구·칼붙이·스푼과 포크 및 이들의 부분품,14,-31.372,14245,1906.338,251.713,-10.732,56731,-68.353,265.713,-12.124,70976,-60.563
2000,83,제83류 비금속제의 각종 제품,29.6,,1900,,294.727,-46.169,66305,-3.651,324.327,-40.763,68205,-0.89
2000,84,제84류 원자로·보일러와 기계류 및 이들의 부분품,1917.362,180.007,159981,469.003,21857.743,25.329,8119319,59.258,23775.105,31.173,8279300,61.505
2000,85,"제85류 전기기기와 그 부분품, 녹음기와 음성재생기·텔레비젼의 영상 및 음성의 기록기와 재생기 및 이들의 부분품과 부속품",7126.715,185.259,1117975,132.262,25689.495,313.001,4372373,178.791,32816.21,276.396,5490348,167.864
2000,86,"제86류 철도 또는 궤도용의 기관차·차량과 이들의 부분품, 철도 또는 궤도용의 장비품과 그 부분품 및 기계식(전기기계식을 포함한다)의 각종 교통신호용 기기",,,,,277.288,246.164,156906,171.444,277.288,-83.048,156906,-85.63
2000,87,제87류 철도 또는 궤도용 외의 차량 및 그 부분품과 부속품,1196.872,,144194,,11234.064,38.653,4522891,4.949,12430.936,53.426,4667085,8.295
2000,90,제90류 광학기기·사진용기기·영화용기기·측정기기·검사기기·정밀기기와 의료용기기 및 이들의 부분품과 부속품,2.212,38.25,60,-57.142,1169.192,18.952,43038,-63.875,1171.404,18.984,43098,-63.867
2000,91,제91류 시계와 그 부분품,9.555,,62,,16.404,61.87,1070,838.596,25.959,156.157,1132,892.982
2000,92,제92류 악기 및 그 부분품과 부속품,,,,,20.992,,515,,20.992,199.885,515,359.821
2000,94,"제94류 가구와 침구·매트리스·매트리스서포트·쿠션과 이와 유사한 물품, 다른 류에 분류되지 아니한 램프와 조명기구, 조명용 사인·조명용 네임플레이트와 이와 유사한 물품 및 조립식 건축물",3.54,-85.971,8845,-29.801,3122.829,22.237,1723280,76.671,3126.369,21.179,1732125,75.313
2000,95,제95류 완구·유희용구·운동용구 및 이들의 부분품과 부속품,13.91,-65.488,1591,-86.71,1343.931,3170.621,57318,354.724,1357.841,1568.191,58909,139.691
2000,96,제96류 잡 품,317.783,145.149,133928,157.395,1612.61,-59.076,159670,-62.071,1930.393,-52.571,293598,-37.929
2000,97,제 97류 예술품·수집품과 골동품,310.598,1144.133,772,247.747,,,,,310.598,1144.133,772,247.747
2001,1,제1류 산 동물,1633.1,25525.294,104155,15307.544,189.035,-83.778,10649,-95.621,1822.135,55.506,114804,-52.925
2001,2,제2류 육과 식용설육,19.638,,18998,,958.549,-56.984,486827,-43.592,978.187,-56.103,505825,-41.391
2001,3,제3류 어류·갑각류·연체동물 및 기타 수생무척추동물,34227.118,-0.566,20361516,-11.916,468.629,51.577,174749,67.539,34695.747,-0.101,20536265,-11.559
2001,4,제4류 낙농품·조란·천연꿀 및 다른 류에 분류되지 아니한 식용의 동물성 생산품,,,,,128.039,-90.178,43304,-97.197,128.039,-90.244,43304,-97.198
2001,5,제5류 다른 류에 분류되지 아니한 동물성 생산품,101.699,9.949,381214,497.842,439.515,251.693,90337,921.334,541.214,148.871,471551,549.429
2001,6,"제6류 산 수목과 기타의 식물, 인경·뿌리 와 이와 유사한 물품 및 절화와 장식용의 잎",,,,,47.793,-57.103,7525,-78.503,47.793,-57.103,7525,-78.503
2001,7,제7류 식용의 채소·뿌리 및 괴경,9543.552,71.22,4514732,230.642,5784.901,513.725,8077763,3329.916,15328.453,135.227,12592495,686.563
2001,8,제8류 식용의 과실 및 견과류와 감귤류 또는 멜론의 껍질,2306.942,-39.447,854899,-44.431,12510.841,430.077,8226711,48.225,14817.783,140.159,9081610,28.116
2001,9,제9류 커피·차·마태 및 향신료,439.789,500.501,289119,223.453,,,,,439.789,423.826,289119,210.757
2001,10,제10류 곡물,,,,,468.548,-9.636,179718,21.562,468.548,-9.636,179718,21.562
2001,11,"제11류 제분공업의 생산품과 맥아, 전분, 이눌린 및 밀의 글루텐",9.4,-60,5000,-33.208,756.129,37.531,3963005,59.837,765.529,33.533,3968005,59.557
2001,12,"제12류 채유용에 적합한 종자와 과실, 각종의 종자와 과실, 공업용 또는 의약용의 식물, 짚과 사료용 식물",17564.185,76.658,26688332,88.82,3018.262,1739.573,2054273,1622.877,20582.447,103.655,28742605,101.653
2001,13,제13류 락·검·수지 및 기타의 식물성 액즙과 엑스,246.195,57.242,8420,-19.348,9.475,,1548,,255.67,63.294,9968,-4.521
2001,15,"제15류 동식물성 유지 및 이들의 분해생산물, 조제식용지와 동식물성의 납",82,,200000,,229.143,-58.315,373050,-42.549,311.143,-43.397,573050,-11.749
2001,16,제16류 육류·어류·갑각류·연체동물 또는 기타 수생무척추동물의 조제품,9398.49,33.092,2522958,69.395,42.267,-54.718,22792,-18.692,9440.757,31.947,2545750,67.768
2001,17,제17류 당류와 설탕과자,,,,,494.682,-11.182,1591040,-30.873,494.682,-11.182,1591040,-30.873
2001,18,제18류 코코아와 그 조제품,,,,,17.813,,5599,,17.813,,5599,
2001,19,제19류 곡물·분·전분 또는 밀크의 조제품과 베이커리 제품,93.647,-43.105,131909,-27.432,446.788,-38.063,94336,-49.522,540.435,-39,226245,-38.63
2001,20,제20류 채소·과실·견과류 또는 식물의 기타 부분의 조제품,9292.281,246.754,7528246,317.345,76.993,-79.468,68746,-42.074,9369.274,206.708,7596992,295.158
2001,21,제21류 각종의 조제식료품,529.377,124.94,253789,211.08,143.288,-26.933,66042,-14.592,672.665,55.909,319831,101.266
2001,22,제22류 음료·알콜 및 식초,510.496,-55.943,547568,-79.346,151.16,-40.827,157685,-23.183,661.656,-53.213,705253,-75.31
2001,23,제23류 식품 공업에서 생기는 잔재물 및 웨이스트와 조제사료,40.522,,100200,,283.54,1496.419,727461,977.72,324.062,1724.57,827661,1126.164
2001,24,제24류 담배와 제조한 담배대용물,3588.985,-42.767,903411,-16.392,5450.249,-54.362,734701,-61.553,9039.234,-50.37,1638112,-45.241
2001,25,"제25류 소금, 황, 토석류 및 석고·석회와 시멘트",295.763,-53.125,5429000,-34.383,2712.468,17.516,46324878,45.298,3008.231,2.351,51753878,28.881
2001,26,제26류 광·슬랙 및 회,61.5,,1000000,,,,,,61.5,,1000000,
2001,27,"제27류 광물성 연료, 광물유와 이들의 증류물, 역청물질 및 광물성 왁스",,,,,5549.249,-65.489,24922128,-69.513,5549.249,-65.489,24922128,-69.513
2001,28,제28류 무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물,,,,,695.699,75.915,593446,-32.197,695.699,72.294,593446,-33.719
2001,29,제29류 유기화학품,,,,,218.556,-76.59,128291,-80.885,218.556,-76.59,128291,-80.885
2001,30,제30류 의료용품,,,,,13202.093,3.825,198001,27.188,13202.093,3.825,198001,27.188
2001,31,제31류 비료,,,,,47180.846,-39.719,204188110,-33.72,47180.846,-39.719,204188110,-33.72
2001,32,"제32류 유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니쉬, 퍼티와 기타 매스틱 및 잉크",,,,,474.266,43.866,175471,-65.577,474.266,43.866,175471,-65.577
2001,33,제33류 정유와 레지노이드 및 조제향료와 화장품류 또는 화장용품류,283.661,13161.383,20700,1082.857,96.702,156.646,9248,128.176,380.363,855.253,29948,416.077
2001,34,제34류 비누·유기계면활성제·조제세제·조제윤활제·인조왁스·조제왁스·광택 또는 연마조제품·양초와 이와 유사한 물품·조형용 페이스트·치과용왁스와 플라스터를 기제로 한 치과용 조제품,0.451,,285,,133.837,-17.732,35041,66.671,134.288,-17.455,35326,68.027
2001,35,"제35류 단백질계 물질, 변성전분, 글루 및 효소",25.098,3737.614,78,-53.012,0.736,-99.031,470,-95.705,25.834,-66.298,548,-95.067
2001,36,제36류 화약류·화공품·성냥·발화성 합금 및 특정 가연성 조제품,,,,,673.901,-52.312,253872,-55.005,673.901,-52.312,253872,-55.005
2001,37,제37류 사진용 또는 영화용의 재료,5.906,-95.85,148,174.074,115.537,47.383,22588,128.901,121.443,-44.977,22736,129.147
2001,38,제38류 각종 화학공업 생산품,0.038,,20,,295.766,55.708,83805,-27.627,295.804,55.728,83825,-27.609
2001,39,제39류 플라스틱과 그 제품,566.014,207.172,316362,221.784,4143.335,-12.032,3827584,-6.577,4709.349,-3.779,4143946,-1.225
2001,40,제40류 고무와 그 제품,5.477,-25.3,7950,767.903,233.742,-73.36,71815,-80.516,239.219,-72.962,79765,-78.413
2001,41,제41류 원피(모피를 제외한다)와 가죽,1.268,,12,,360.853,1245.964,11900,1543.646,362.121,1250.693,11912,1545.303
2001,42,제42류 가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물의 거트(누에의 거트를 제외한다)의 제품,645.576,-62.521,98857,-36.028,3.247,-95.196,400,-96.41,648.823,-63.755,99257,-40.09
2001,43,제43류 모피와 인조모피 및 이들의 제품,,,,,115.851,,884,,115.851,,884,
2001,44,제44류 목재와 그 제품 및 목탄,165.043,291.96,1552709,1431.815,367.968,-55.6,373744,-73.117,533.011,-38.795,1926453,29.146
2001,46,제46류 짚·에스파르토 또는 기타 조물재료의 제품과 농세공물 및 지조세공물,153.537,13.989,104871,-20.984,0.389,,147,,153.926,14.278,105018,-20.873
2001,48,"제48류 지와 판지, 제지용 펄프, 지 또는 판지의 제품",10.326,10123.762,206,-81.1,650.661,-19.316,246702,14.104,660.987,-18.046,246908,13.626
2001,49,"제49류 인쇄서적·신문·회화 및 기타의 인쇄물, 수제문서·타이프문서 및 도면",350.793,165.71,29375,5.026,113.132,-57.063,6135,-89.451,463.925,17.297,35510,-58.771
2001,50,제50류 견,327.306,95.796,26009,95.072,88.158,18.868,1226,-57.356,415.464,72.155,27235,68.034
2001,51,제51류 양모·섬수모 또는 조수모·마모사 및 이들의 직물,9.369,,584,,5422.374,-23.079,434430,-24.79,5431.743,-22.946,435014,-24.689
2001,52,제52류 면,5.904,,880,,3630.382,-5.211,454609,2.389,3636.286,-5.057,455489,2.588
2001,54,제54류 인조필라멘트,0.393,-94.207,291,-80.271,5243.121,-9.991,1083742,39.771,5243.514,-10.089,1084033,39.543
2001,55,제55류 인조스테이플섬유,107.282,125.42,60752,183.226,11780.097,31.326,2333788,17.106,11887.379,31.822,2394540,18.875
2001,56,제56류 워딩·펠트 및 부직포·특수사·끈·코디지·로프 및 케이블과 이들의 제품,6.697,,600,,479.649,-68.06,102132,-49.337,486.346,-67.614,102732,-49.039
2001,58,"제58류 특수직물, 터후트한 섬유직물, 레이스, 태피스트리, 트리밍과 자수포",118.632,48.702,1409,13.263,573.585,24.199,98414,34.662,692.217,27.809,99823,34.304
2001,59,제59류 침투·도포·피복 또는 적층한 방직용 섬유의 직물 ; 공업용의 방직용 섬유제품,34.809,,4449,,3077.099,-35.176,337580,-28.699,3111.908,-34.443,342029,-27.759
2001,60,제60류 메리야스 편물과 뜨게질 편물,,,,,982.425,-22.646,197426,-24.408,982.425,-22.646,197426,-24.408
2001,61,제61류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것에 한한다),3344.6,16.348,342821,24.255,10042.259,132.684,561653,202.027,13386.859,86.175,904474,95.832
2001,62,제62류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것을 제외한다),50466.115,3.459,4498609,15.593,10125.532,85.924,986391,28.19,60591.647,11.741,5485000,17.673
2001,63,"제63류 제품으로 된 방직용 섬유의 기타 물품, 세트, 사용하던 의류·사용하던 방직용 섬유제품 및 넝마",361.553,-65.039,113712,-57.813,803.183,160.061,186080,157.657,1164.736,-13.275,299792,-12.28
2001,64,제64류 신발류·각반 및 이와 유사한 것과 이들의 부분품,3781.628,120.99,151424,13.34,1841.691,-3.866,187099,-18.216,5623.319,55.041,338523,-6.582
2001,65,제65류 모자류와 그 부분품,0.093,-99.92,35,-99.491,99.938,36.435,1235,-86.114,100.031,-47.521,1270,-91.951
2001,66,제66류 산류·지팡이·시트스틱·채찍 및 이들의 부분품,,,,,2.56,-95.439,857,-78.979,2.56,-95.439,857,-78.979
2001,68,제68류 석·플라스터·시멘트·석면·운모 또는 이와 유사한 재료의 제품,3.952,-87.303,30000,-32.221,1815.362,58.941,10538537,112.818,1819.314,55.061,10568537,111.533
2001,69,제69류 도자제품,8.898,-83.636,33302,2127.558,208.95,86.846,240687,124.222,217.848,31.069,273989,151.74
2001,70,제70류 유리와 유리제품,,,,,479.105,-15.526,136028,-62.791,479.105,-15.526,136028,-62.791
2001,71,"제71류 천연 또는 양식진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과 주화",3290.18,28388.873,375,-90.131,,,,,3290.18,9134.296,375,-91.217
2001,72,제72류 철강,1078.201,,8471000,,2277.473,-18.966,3714540,39.247,3355.674,19.396,12185540,356.799
2001,73,제73류 철강의 제품,4.862,-91.566,5660,-68.013,11652.184,26.596,9441835,-5.286,11657.046,25.86,9447495,-5.397
2001,74,제74류 동과 그 제품,19.222,227.294,16500,302.046,233.905,-74.823,71227,-92.755,253.127,-72.925,87727,-91.114
2001,76,제76류 알루미늄과 그 제품,0.196,-97.201,30,-96.842,321.938,109.31,79343,117.342,322.134,100.315,79373,111.909
2001,78,제78류 연(鉛)과 그 제품,,,,,4.938,,1168,,4.938,,1168,
2001,79,제79류 아연과 그 제품,8741.112,-25.053,9737518,-4.272,,,,,8741.112,-25.053,9737518,-4.272
2001,82,제82류 비금속제의 공구·도구·칼붙이·스푼과 포크 및 이들의 부분품,35.311,152.221,2045,-85.644,976.234,287.836,987651,1640.937,1011.545,280.69,989696,1294.409
2001,83,제83류 비금속제의 각종 제품,,,,,262.804,-10.831,171074,158.01,262.804,-18.969,171074,150.823
2001,84,제84류 원자로·보일러와 기계류 및 이들의 부분품,1103.587,-42.442,74185,-53.628,13619.358,-37.69,3852184,-52.555,14722.945,-38.074,3926369,-52.576
2001,85,"제85류 전기기기와 그 부분품, 녹음기와 음성재생기·텔레비젼의 영상 및 음성의 기록기와 재생기 및 이들의 부분품과 부속품",7885.114,10.641,1110451,-0.673,10638.566,-58.587,1936113,-55.719,18523.68,-43.553,3046564,-44.51
2001,86,"제86류 철도 또는 궤도용의 기관차·차량과 이들의 부분품, 철도 또는 궤도용의 장비품과 그 부분품 및 기계식(전기기계식을 포함한다)의 각종 교통신호용 기기",43.142,,8000,,2.736,-99.013,7020,-95.525,45.878,-83.454,15020,-90.427
2001,87,제87류 철도 또는 궤도용 외의 차량 및 그 부분품과 부속품,1988.305,66.125,292413,102.791,9327.97,-16.967,1910032,-57.769,11316.275,-8.966,2202445,-52.808
2001,89,제89류 선박과 수상 구조물,0.769,,130,,,,,,0.769,,130,
2001,90,제90류 광학기기·사진용기기·영화용기기·측정기기·검사기기·정밀기기와 의료용기기 및 이들의 부분품과 부속품,3.098,40.054,54,-10,5950.157,408.911,122587,184.834,5953.255,408.215,122641,184.563
2001,91,제91류 시계와 그 부분품,47.333,395.374,490,690.322,64.397,292.568,1570,46.728,111.73,330.409,2060,81.978
2001,92,제92류 악기 및 그 부분품과 부속품,3.7,,2793,,2.103,-89.981,800,55.339,5.803,-72.356,3593,597.669
2001,94,"제94류 가구와 침구·매트리스·매트리스서포트·쿠션과 이와 유사한 물품, 다른 류에 분류되지 아니한 램프와 조명기구, 조명용 사인·조명용 네임플레이트와 이와 유사한 물품 및 조립식 건축물",6.865,93.926,13350,50.932,4801.549,53.756,2710303,57.275,4808.414,53.801,2723653,57.243
2001,95,제95류 완구·유희용구·운동용구 및 이들의 부분품과 부속품,,,,,295.982,-77.976,34265,-40.219,295.982,-78.202,34265,-41.834
2001,96,제96류 잡 품,930.06,192.671,445896,232.937,204.627,-87.31,63848,-60.012,1134.687,-41.219,509744,73.619
2001,97,제 97류 예술품·수집품과 골동품,214.315,-30.999,248,-67.875,,,,,214.315,-30.999,248,-67.875
2002,1,제1류 산 동물,1092.356,-33.111,72874,-30.033,380.226,101.14,24170,126.969,1472.582,-19.183,97044,-15.469
2002,2,제2류 육과 식용설육,12.4,-36.857,14000,-26.308,3027.678,215.86,1457585,199.405,3040.078,210.786,1471585,190.927
2002,3,제3류 어류·갑각류·연체동물 및 기타 수생무척추동물,60626.32,77.129,29087814,42.856,916.482,95.566,634988,263.371,61542.802,77.378,29722802,44.733
2002,4,제4류 낙농품·조란·천연꿀 및 다른 류에 분류되지 아니한 식용의 동물성 생산품,,,,,660.772,416.07,92098,112.677,660.772,416.07,92098,112.677
2002,5,제5류 다른 류에 분류되지 아니한 동물성 생산품,163.55,60.817,500859,31.385,323.666,-26.358,34720,-61.566,487.216,-9.977,535579,13.578
2002,6,"제6류 산 수목과 기타의 식물, 인경·뿌리 와 이와 유사한 물품 및 절화와 장식용의 잎",6.646,,5557,,0.26,-99.455,40,-99.468,6.906,-85.55,5597,-25.621
2002,7,제7류 식용의 채소·뿌리 및 괴경,10653.28,11.628,4949894,9.638,870.919,-84.944,280385,-96.528,11524.199,-24.818,5230279,-58.465
2002,8,제8류 식용의 과실 및 견과류와 감귤류 또는 멜론의 껍질,3371.813,46.159,1234186,44.366,1738.361,-86.105,4066152,-50.573,5110.174,-65.513,5300338,-41.636
2002,9,제9류 커피·차·마태 및 향신료,233.352,-46.94,144275,-50.098,377.645,,157884,,610.997,38.929,302159,4.51
2002,10,제10류 곡물,,,,,92752.661,19695.765,376269156,209266.427,92752.661,19695.765,376269156,209266.427
2002,11,"제11류 제분공업의 생산품과 맥아, 전분, 이눌린 및 밀의 글루텐",,,,,670.419,-11.335,3175744,-19.865,670.419,-12.424,3175744,-19.966
2002,12,"제12류 채유용에 적합한 종자와 과실, 각종의 종자와 과실, 공업용 또는 의약용의 식물, 짚과 사료용 식물",6590.628,-62.476,7274764,-72.741,726.005,-75.946,8543,-99.584,7316.633,-64.452,7283307,-74.66
2002,13,제13류 락·검·수지 및 기타의 식물성 액즙과 엑스,523.29,112.551,37183,341.603,,,,,523.29,104.673,37183,273.023
2002,15,"제15류 동식물성 유지 및 이들의 분해생산물, 조제식용지와 동식물성의 납",10.305,-87.432,22900,-88.55,421.333,83.873,71739,-80.769,431.638,38.726,94639,-83.485
2002,16,제16류 육류·어류·갑각류·연체동물 또는 기타 수생무척추동물의 조제품,8751.668,-6.882,2582116,2.344,109.369,158.757,27644,21.288,8861.037,-6.14,2609760,2.514
2002,17,제17류 당류와 설탕과자,,,,,141.938,-71.307,351953,-77.879,141.938,-71.307,351953,-77.879
2002,18,제18류 코코아와 그 조제품,,,,,14.383,-19.255,27247,386.64,14.383,-19.255,27247,386.64
2002,19,제19류 곡물·분·전분 또는 밀크의 조제품과 베이커리 제품,309.763,230.777,518157,292.813,1110.651,148.585,415104,340.027,1420.414,162.827,933261,312.5
2002,20,제20류 채소·과실·견과류 또는 식물의 기타 부분의 조제품,2014.95,-78.315,2001138,-73.418,177.182,130.127,35258,-48.712,2192.132,-76.602,2036396,-73.194
2002,21,제21류 각종의 조제식료품,514.867,-2.74,189543,-25.314,675.813,371.646,115567,74.99,1190.68,77.009,305110,-4.602
2002,22,제22류 음료·알콜 및 식초,223.028,-56.311,168149,-69.291,475.934,214.854,329268,108.813,698.962,5.638,497417,-29.469
2002,23,제23류 식품 공업에서 생기는 잔재물 및 웨이스트와 조제사료,160.076,295.034,482350,381.387,135.106,-52.35,246695,-66.088,295.182,-8.911,729045,-11.915
2002,24,제24류 담배와 제조한 담배대용물,4538.338,26.451,958170,6.061,3382.483,-37.938,632098,-13.965,7920.821,-12.372,1590268,-2.92
2002,25,"제25류 소금, 황, 토석류 및 석고·석회와 시멘트",768.056,159.686,18803517,246.353,3312.504,22.121,40598742,-12.36,4080.56,35.646,59402259,14.778
2002,27,"제27류 광물성 연료, 광물유와 이들의 증류물, 역청물질 및 광물성 왁스",,,,,4551.6,-17.978,21745877,-12.744,4551.6,-17.978,21745877,-12.744
2002,28,제28류 무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물,9.384,,2289,,1005.997,44.602,488468,-17.689,1015.381,45.951,490757,-17.303
2002,29,제29류 유기화학품,0.07,,0,,55.926,-74.411,6399,-95.012,55.996,-74.379,6399,-95.012
2002,30,제30류 의료용품,,,,,6381.136,-51.665,242599,22.524,6381.136,-51.665,242599,22.524
2002,31,제31류 비료,,,,,69125.217,46.511,304631000,49.191,69125.217,46.511,304631000,49.191
2002,32,"제32류 유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니쉬, 퍼티와 기타 매스틱 및 잉크",,,,,388.424,-18.099,369629,110.649,388.424,-18.099,369629,110.649
2002,33,제33류 정유와 레지노이드 및 조제향료와 화장품류 또는 화장용품류,153.741,-45.801,10080,-51.304,285.301,195.031,7153,-22.653,439.042,15.427,17233,-42.456
2002,34,제34류 비누·유기계면활성제·조제세제·조제윤활제·인조왁스·조제왁스·광택 또는 연마조제품·양초와 이와 유사한 물품·조형용 페이스트·치과용왁스와 플라스터를 기제로 한 치과용 조제품,,,,,78.352,-41.457,22277,-36.425,78.352,-41.653,22277,-36.938
2002,35,"제35류 단백질계 물질, 변성전분, 글루 및 효소",153.943,513.367,363,365.384,1.532,108.152,1130,140.425,155.475,501.823,1493,172.445
2002,36,제36류 화약류·화공품·성냥·발화성 합금 및 특정 가연성 조제품,,,,,428.952,-36.347,145977,-42.499,428.952,-36.347,145977,-42.499
2002,37,제37류 사진용 또는 영화용의 재료,,,,,209.308,81.161,348223,1441.628,209.308,72.35,348223,1431.593
2002,38,제38류 각종 화학공업 생산품,7.269,19028.947,2492,12360,1736.081,486.977,221514,164.32,1743.35,489.359,224006,167.23
2002,39,제39류 플라스틱과 그 제품,478.988,-15.375,261111,-17.464,3410.731,-17.681,2834039,-25.957,3889.719,-17.404,3095150,-25.309
2002,40,제40류 고무와 그 제품,26.606,385.776,5725,-27.987,1332.36,470.013,238733,232.427,1358.966,468.084,244458,206.472
2002,41,제41류 원피(모피를 제외한다)와 가죽,0.062,-95.11,3,-75,341.845,-5.267,11234,-5.596,341.907,-5.582,11237,-5.666
2002,42,제42류 가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물의 거트(누에의 거트를 제외한다)의 제품,444.744,-31.108,65870,-33.368,18.5,469.756,2706,576.5,463.244,-28.602,68576,-30.91
2002,43,제43류 모피와 인조모피 및 이들의 제품,62.567,,8927,,19.13,-83.487,1705,92.873,81.697,-29.48,10632,1102.714
2002,44,제44류 목재와 그 제품 및 목탄,5.808,-96.48,22180,-98.571,1102.903,199.727,829994,122.075,1108.711,108.009,852174,-55.764
2002,46,제46류 짚·에스파르토 또는 기타 조물재료의 제품과 농세공물 및 지조세공물,209.366,36.361,356618,240.053,,,,,209.366,36.017,356618,239.577
2002,48,"제48류 지와 판지, 제지용 펄프, 지 또는 판지의 제품",0.579,-94.392,344,66.99,1645.259,152.859,1226888,397.315,1645.838,148.997,1227232,397.04
2002,49,"제49류 인쇄서적·신문·회화 및 기타의 인쇄물, 수제문서·타이프문서 및 도면",262.77,-25.092,17944,-38.914,139.644,23.434,30967,404.759,402.414,-13.258,48911,37.738
2002,50,제50류 견,314.108,-4.032,27490,5.694,194.323,120.425,11101,805.464,508.431,22.376,38591,41.696
2002,51,제51류 양모·섬수모 또는 조수모·마모사 및 이들의 직물,,,,,9343.052,72.305,739728,70.275,9343.052,72.008,739728,70.046
2002,52,제52류 면,26.495,348.763,1264,43.636,7317.419,101.56,817364,79.794,7343.914,101.961,818628,79.725
2002,53,제53류 기타 식물성 방직용 섬유와 지사 및 지사의 직물,19.489,,1770,,68.769,,4436,,88.258,,6206,
2002,54,제54류 인조필라멘트,,,,,4830.527,-7.869,1109657,2.391,4830.527,-7.876,1109657,2.363
2002,55,제55류 인조스테이플섬유,26.284,-75.5,13253,-78.185,18071.324,53.405,2037936,-12.676,18097.608,52.242,2051189,-14.338
2002,56,제56류 워딩·펠트 및 부직포·특수사·끈·코디지·로프 및 케이블과 이들의 제품,,,,,1166.475,143.193,272792,167.097,1166.475,139.844,272792,165.537
2002,58,"제58류 특수직물, 터후트한 섬유직물, 레이스, 태피스트리, 트리밍과 자수포",101.58,-14.373,941,-33.215,492.979,-14.053,77934,-20.81,594.559,-14.108,78875,-20.985
2002,59,제59류 침투·도포·피복 또는 적층한 방직용 섬유의 직물 ; 공업용의 방직용 섬유제품,7.628,-78.086,852,-80.849,2409.47,-21.696,226610,-32.872,2417.098,-22.327,227462,-33.496
2002,60,제60류 메리야스 편물과 뜨게질 편물,,,,,671.127,-31.686,128915,-34.702,671.127,-31.686,128915,-34.702
2002,61,제61류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것에 한한다),3643.219,8.928,423556,23.55,10110.594,0.68,466160,-17.002,13753.813,2.741,889716,-1.631
2002,62,제62류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것을 제외한다),81006.928,60.517,7114956,58.159,11572.268,14.287,1668843,69.186,92579.196,52.792,8783799,60.142
2002,63,"제63류 제품으로 된 방직용 섬유의 기타 물품, 세트, 사용하던 의류·사용하던 방직용 섬유제품 및 넝마",370.702,2.53,134749,18.5,825.668,2.799,179005,-3.802,1196.37,2.715,313754,4.657
2002,64,제64류 신발류·각반 및 이와 유사한 것과 이들의 부분품,1437.742,-61.98,140640,-7.121,762.248,-58.611,100743,-46.155,2199.99,-60.877,241383,-28.695
2002,65,제65류 모자류와 그 부분품,111.462,119751.612,16496,47031.428,5.721,-94.275,490,-60.323,117.183,17.146,16986,1237.48
2002,66,제66류 산류·지팡이·시트스틱·채찍 및 이들의 부분품,,,,,3.417,33.476,343,-59.976,3.417,33.476,343,-59.976
2002,67,"제67류 조제우모와 솜털 및 그 제품, 조화, 인모제품",0.341,,22,,,,,,0.341,,22,
2002,68,제68류 석·플라스터·시멘트·석면·운모 또는 이와 유사한 재료의 제품,0.237,-94.003,1,-99.996,3137.856,72.85,4257548,-59.6,3138.093,72.487,4257549,-59.714
2002,69,제69류 도자제품,4.225,-52.517,20620,-38.081,445.619,113.265,1253050,420.613,449.844,106.494,1273670,364.861
2002,70,제70류 유리와 유리제품,,,,,1759.483,267.243,669034,391.835,1759.483,267.243,669034,391.835
2002,71,"제71류 천연 또는 양식진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과 주화",8259.359,151.03,19319,5051.733,108.159,,3725,,8367.518,154.317,23044,6045.066
2002,72,제72류 철강,797.901,-25.997,5321100,-37.184,2196.673,-3.547,6650697,79.044,2994.574,-10.76,11971797,-1.754
2002,73,제73류 철강의 제품,30.719,531.818,22565,298.674,20908.888,79.441,19853226,110.268,20939.607,79.63,19875791,110.381
2002,74,제74류 동과 그 제품,0.808,-95.796,1995,-87.909,721.428,208.427,207568,191.417,722.236,185.325,209563,138.88
2002,76,제76류 알루미늄과 그 제품,,,,,327.194,1.632,172022,116.808,327.194,1.57,172022,116.726
2002,78,제78류 연(鉛)과 그 제품,,,,,5.864,18.752,655,-43.921,5.864,18.752,655,-43.921
2002,79,제79류 아연과 그 제품,17979.018,105.683,23020334,136.408,,,,,17979.018,105.683,23020334,136.408
