기간,품목코드,품목명,반입_금액(1000달러),반입_금액_증가율(퍼센트),반입_중량(kg),반입_중량_증가율(퍼센트),반출_금액(1000달러),반출_금액_증가율(퍼센트),반출_중량(kg),반축_중량_증가율(퍼센트),반출입_금액(1000달러),반출입_금액_증가율(퍼센트),반출입_중량(kg),반출입_중량_증가율(퍼센트)
2015,64,제64류 신발류·각반 및 이와 유사한 것과 이들의 부분품,101110.133,25.09,5863962,16.598,53474.17,18.834,4253419,20.787,154584.303,22.853,10117381,18.323
2015,65,제65류 모자류와 그 부분품,5.651,-81.997,234,-73.103,9.372,-1.347,390,-37.5,15.023,-63.259,624,-58.232
2015,66,제66류 산류·지팡이·시트스틱·채찍 및 이들의 부분품,136.279,,2300,,23.348,-56.384,1143,208.918,159.627,198.189,3443,830.54
2015,67,"제67류 조제우모와 솜털 및 그 제품, 조화, 인모제품",1.406,,360,,59.675,,1925,,61.081,,2285,
2015,68,제68류 석·플라스터·시멘트·석면·운모 또는 이와 유사한 재료의 제품,2.452,-94.045,29617,-84.169,658.599,-36.071,1893467,-69.73,661.051,-38.3,1923084,-70.149
2015,69,제69류 도자제품,7429.185,10.627,1295481,6.271,147.862,-33.924,57671,29.012,7577.047,9.191,1353152,7.075
2015,70,제70류 유리와 유리제품,931.154,626.3,3851,2192.261,441.978,61.095,145825,33.056,1373.132,241.098,149676,36.361
2015,71,"제71류 천연 또는 양식진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과 주화",933.78,3.18,275,0.364,207.888,-24.309,4518,-14.915,1141.668,-3.219,4793,-14.165
2015,72,제72류 철강,54.898,-32.283,437130,10.653,15112.145,42.628,6450340,-1.414,15167.043,42.059,6887470,-0.727
2015,73,제73류 철강의 제품,10503.682,69.547,2599964,47.802,11037.801,-9.736,4172833,7.419,21541.483,16.924,6772797,20.006
2015,74,제74류 동과 그 제품,6.14,-87.756,5000,-82.027,148.752,-65.457,20279,-64.141,154.892,-67.783,25279,-70.038
2015,75,제75류 니켈과 그 제품,,,,,1.064,,37,,1.064,,37,
2015,76,제76류 알루미늄과 그 제품,2871.224,58.745,1129512,47.884,1789.792,73.262,746957,146.781,4661.016,64.022,1876469,75.953
2015,78,제78류 연(鉛)과 그 제품,,,,,21.276,135.223,10087,74.515,21.276,131.537,10087,72.133
2015,79,제79류 아연과 그 제품,,,,,34.258,68.385,11805,-11.731,34.258,68.385,11805,-11.731
2015,81,"제81류 기타 비금속, 서메트, 이들의 제품",,,,,0.387,75.113,21,200,0.387,75.113,21,200
2015,82,제82류 비금속제의 공구·도구·칼붙이·스푼과 포크 및 이들의 부분품,1780.964,-1.329,371724,11.844,1144.451,-40.606,92697,-68.888,2925.415,-21.609,464421,-26.318
2015,83,제83류 비금속제의 각종 제품,162.532,217.42,4496,174.146,413.539,-38.831,23552,-15.975,576.071,-20.789,28048,-5.466
2015,84,제84류 원자로·보일러와 기계류 및 이들의 부분품,60208.8,14.808,8436424,1.638,51948.811,-2.937,6874707,-10.56,112157.611,5.845,15311131,-4.227
2015,85,"제85류 전기기기와 그 부분품, 녹음기와 음성재생기·텔레비젼의 영상 및 음성의 기록기와 재생기 및 이들의 부분품과 부속품",518366.663,22.794,19399610,12.632,435348.193,7.529,20347840,16.886,953714.856,15.321,39747450,14.77
2015,86,"제86류 철도 또는 궤도용의 기관차·차량과 이들의 부분품, 철도 또는 궤도용의 장비품과 그 부분품 및 기계식(전기기계식을 포함한다)의 각종 교통신호용 기기",,,,,25.835,651.672,9340,367,25.835,651.672,9340,367
2015,87,제87류 철도 또는 궤도용 외의 차량 및 그 부분품과 부속품,9906.003,-4.331,1312416,-9.495,9128.607,8.559,1856690,12.885,19034.61,1.445,3169106,2.398
2015,88,제88류 항공기와 우주선 및 이들의 부분품,3027.086,12.361,19342,24.682,72.226,11663.192,1659,92.236,3099.312,15.016,21001,28.242
2015,89,제89류 선박과 수상 구조물,,,,,68.539,45899.328,18633,6111,68.539,1264.774,18633,2229.125
2015,90,제90류 광학기기·사진용기기·영화용기기·측정기기·검사기기·정밀기기와 의료용기기 및 이들의 부분품과 부속품,22236.052,34.461,52646,-34.352,5484.528,-36.93,135625,13.579,27720.58,9.858,188271,-5.678
2015,91,제91류 시계와 그 부분품,2201.084,-2.327,29860,61.213,1341.302,8.1,11754,511.232,3542.386,1.375,41614,103.541
2015,92,제92류 악기 및 그 부분품과 부속품,,,,,13.837,19388.732,666,3600,13.837,19388.732,666,3600
2015,94,"제94류 가구와 침구·매트리스·매트리스서포트·쿠션과 이와 유사한 물품, 다른 류에 분류되지 아니한 램프와 조명기구, 조명용 사인·조명용 네임플레이트와 이와 유사한 물품 및 조립식 건축물",72807.94,69.685,6788457,57.256,53680.002,68.91,5052624,24.106,126487.942,69.355,11841081,41.167
2015,95,제95류 완구·유희용구·운동용구 및 이들의 부분품과 부속품,1032.033,-32.119,189426,-64.19,521.588,36.292,169509,45.161,1553.621,-18.361,358935,-44.415
2015,96,제96류 잡 품,8135.287,29.354,1866140,23.837,10011.253,16.658,1083237,5.268,18146.54,22.028,2949377,16.302
2015,97,제 97류 예술품·수집품과 골동품,5.865,,150,,6.069,,150,,11.934,,300,
2016,3,제3류 어류·갑각류·연체동물 및 기타 수생무척추동물,,,,,77.527,-91.503,33730,-90.601,77.527,-91.503,33730,-90.601
2016,4,제4류 낙농품·조란·천연꿀 및 다른 류에 분류되지 아니한 식용의 동물성 생산품,,,,,1.512,-99.645,774.4,-99.56,1.512,-99.645,774.4,-99.56
2016,8,제8류 식용의 과실 및 견과류와 감귤류 또는 멜론의 껍질,296.305,-79.327,92595,-79.327,242.932,-79.141,160186.5,-78.558,539.237,-79.244,252781.5,-78.846
2016,9,제9류 커피·차·마태 및 향신료,19.072,-91.666,3058,-91.501,37.504,-89.094,19560.5,-77.238,56.576,-90.122,22618.5,-81.447
2016,10,제10류 곡물,,,,,10.198,-90.199,5303,-90.845,10.198,-90.199,5303,-90.845
2016,11,"제11류 제분공업의 생산품과 맥아, 전분, 이눌린 및 밀의 글루텐",,,,,5.007,-92.645,6474.6,-92.967,5.007,-93.639,6474.6,-93.31
2016,12,"제12류 채유용에 적합한 종자와 과실, 각종의 종자와 과실, 공업용 또는 의약용의 식물, 짚과 사료용 식물",549.525,-87.361,454043,-83.95,355.511,-93.346,192263,-95.091,905.036,-90.661,646306,-90.419
2016,15,"제15류 동식물성 유지 및 이들의 분해생산물, 조제식용지와 동식물성의 납",301.499,-79.592,28689.9,-86.73,71.175,-86.76,14253.3,-90.478,372.674,-81.504,42943.2,-88.263
2016,16,제16류 육류·어류·갑각류·연체동물 또는 기타 수생무척추동물의 조제품,,,,,10.546,-97.673,3900,-95.667,10.546,-97.673,3900,-95.667
2016,17,제17류 당류와 설탕과자,,,,,3.787,-80.482,1725.9,-78.477,3.787,-80.482,1725.9,-78.477
2016,19,제19류 곡물·분·전분 또는 밀크의 조제품과 베이커리 제품,,,,,330.292,-90.577,109894.1,-88.428,330.292,-90.577,109894.1,-88.428
2016,20,제20류 채소·과실·견과류 또는 식물의 기타 부분의 조제품,,,,,103.432,-91.085,50533.9,-90.21,103.432,-91.085,50533.9,-90.21
2016,21,제21류 각종의 조제식료품,,,,,521.938,-90.595,158321.2,-91.905,521.938,-90.595,158321.2,-91.905
2016,22,제22류 음료·알콜 및 식초,,,,,27.139,-95.038,21877.7,-91.351,27.139,-95.038,21877.7,-91.351
2016,23,제23류 식품 공업에서 생기는 잔재물 및 웨이스트와 조제사료,0.264,-87.128,12300,-82.999,0.022,-96.399,20,-98.253,0.286,-89.256,12320,-83.236
2016,24,제24류 담배와 제조한 담배대용물,,,,,323.656,-83.677,7900,-83.669,323.656,-83.677,7900,-83.669
2016,25,"제25류 소금, 황, 토석류 및 석고·석회와 시멘트",,,,,121.727,-93.434,267583.2,-94.569,121.727,-93.849,267583.2,-94.621
2016,27,"제27류 광물성 연료, 광물유와 이들의 증류물, 역청물질 및 광물성 왁스",0.092,-99.239,100,-97.955,3894.711,-88.794,1738879.1,-88.453,3894.803,-88.798,1738979.1,-88.457
2016,28,제28류 무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물,,,,,14.575,-94.473,33187,-93.491,14.575,-94.503,33187,-93.492
2016,29,제29류 유기화학품,,,,,46.96,-83.562,9934,-84.26,46.96,-83.565,9934,-84.263
2016,30,제30류 의료용품,,,,,1923.965,-47.428,20901.9,-77.999,1923.965,-47.428,20901.9,-77.999
2016,32,"제32류 유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니쉬, 퍼티와 기타 매스틱 및 잉크",233.268,-94.394,74627.3,-93.597,615.073,-89.704,201664.5,-88.35,848.341,-91.63,276291.8,-90.461
2016,33,제33류 정유와 레지노이드 및 조제향료와 화장품류 또는 화장용품류,40.32,,5038.9,,38.504,-68.788,3611.9,-53.741,78.824,-36.104,8650.8,10.794
2016,34,제34류 비누·유기계면활성제·조제세제·조제윤활제·인조왁스·조제왁스·광택 또는 연마조제품·양초와 이와 유사한 물품·조형용 페이스트·치과용왁스와 플라스터를 기제로 한 치과용 조제품,313.735,-93.348,81426.1,-93.169,447.311,-94.998,82190.6,-92.8,761.046,-94.428,163616.7,-92.989
2016,35,"제35류 단백질계 물질, 변성전분, 글루 및 효소",441.689,-86.444,176391.1,-86.086,293.406,-91.102,108215,-90.026,735.095,-88.787,284606.1,-87.903
2016,36,제36류 화약류·화공품·성냥·발화성 합금 및 특정 가연성 조제품,,,,,0.29,-89.553,72.2,-87.311,0.29,-89.583,72.2,-87.311
2016,37,제37류 사진용 또는 영화용의 재료,,,,,15.65,-92.467,2129.1,-90.62,15.65,-92.467,2129.1,-90.62
2016,38,제38류 각종 화학공업 생산품,,,,,194.332,-89.541,38181.1,-89.879,194.332,-89.595,38181.1,-90.856
2016,39,제39류 플라스틱과 그 제품,7164.49,-82.674,961795.2,-88.439,5953.089,-83.096,1398431,-90.016,13117.579,-82.868,2360226.2,-89.428
2016,40,제40류 고무와 그 제품,,,,,167.659,-89.123,33313.2,-88.617,167.659,-89.451,33313.2,-88.74
2016,41,제41류 원피(모피를 제외한다)와 가죽,1.03,,3325,,949.12,-88.675,64363.9,-83.138,950.15,-88.662,67688.9,-82.267
2016,42,제42류 가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물의 거트(누에의 거트를 제외한다)의 제품,3663.378,-81.385,208447.4,-90.953,8215.095,-81.381,3007941,-74.54,11878.473,-81.382,3216388.4,-77.218
2016,44,제44류 목재와 그 제품 및 목탄,0.556,-99.094,18.8,-99.963,19.11,-92.544,28954.1,-90.651,19.666,-93.81,28972.9,-91.981
2016,47,"제47류 목재 또는 기타 섬유질 셀룰로스재료의 펄프, 회수한 지 또는 판지(웨이스트와 스크랩)",3.992,-91.532,113700,-90.999,,,,,3.992,-91.532,113700,-90.999
2016,48,"제48류 지와 판지, 제지용 펄프, 지 또는 판지의 제품",5973.236,-83.651,782223.3,-82.376,5044.843,-88.663,1159629.9,-88.291,11018.079,-86.403,1941853.2,-86.46
2016,49,"제49류 인쇄서적·신문·회화 및 기타의 인쇄물, 수제문서·타이프문서 및 도면",32.426,-91.221,790.4,-93.025,14.992,-94.476,1806,-94.019,47.418,-92.6,2596.4,-93.748
2016,50,제50류 견,,,,,0.2,-99.451,20,-99.549,0.2,-99.451,20,-99.549
2016,51,제51류 양모·섬수모 또는 조수모·마모사 및 이들의 직물,138.679,683.275,12584.8,981.168,322.085,-97.01,9713.4,-96.512,460.764,-95.731,22298.2,-92.026
2016,52,제52류 면,245.337,-63.693,10999.7,-84.813,9706.926,-87.871,825201,-88.263,9952.263,-87.669,836200.7,-88.228
2016,53,제53류 기타 식물성 방직용 섬유와 지사 및 지사의 직물,12.664,,898,,89.301,-89.517,3547,-91.48,101.965,-88.03,4445,-89.323
2016,54,제54류 인조필라멘트,24.033,-96.68,857,-95.981,3626.082,-89.628,188107.2,-89.721,3650.115,-89.771,188964.2,-89.793
2016,55,제55류 인조스테이플섬유,2661.507,-90.109,829859.6,-90.272,15142.254,-89.153,1905717.3,-89.045,17803.761,-89.307,2735576.9,-89.449
2016,56,제56류 워딩·펠트 및 부직포·특수사·끈·코디지·로프 및 케이블과 이들의 제품,1448.006,-88.446,206487.7,-91.807,2414.555,-86.501,478304.6,-87.761,3862.561,-87.302,684792.3,-89.347
2016,57,제57류 양탄자류와 기타 방직용 섬유제의 바닥깔개,2.534,-93.408,60,-99.431,,,,,2.534,-93.702,60,-99.454
2016,58,"제58류 특수직물, 터후트한 섬유직물, 레이스, 태피스트리, 트리밍과 자수포",2232.367,-83.799,180080,-87.233,153.523,-86.483,24457.1,-88.073,2385.89,-84.003,204537.1,-87.34
2016,59,제59류 침투·도포·피복 또는 적층한 방직용 섬유의 직물 ; 공업용의 방직용 섬유제품,,,,,7.555,-99.337,751,-99.71,7.555,-99.34,751,-99.711
2016,60,제60류 메리야스 편물과 뜨게질 편물,2.837,-85.121,193,-92.744,1096.973,-88.117,50858,-90.09,1099.81,-88.111,51051,-90.103
2016,61,제61류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것에 한한다),19504.067,-87.993,1207465.8,-87.507,2726.856,-95.356,455400,-92.075,22230.923,-89.948,1662865.8,-89.21
2016,62,제62류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것을 제외한다),31109.096,-88.131,1078970.6,-87.736,3051.011,-89.456,132999.2,-88.258,34160.107,-88.263,1211969.8,-87.796
2016,63,"제63류 제품으로 된 방직용 섬유의 기타 물품, 세트, 사용하던 의류·사용하던 방직용 섬유제품 및 넝마",3859.881,-87.659,800528.2,-89.076,710.187,-90.72,245918,-92.243,4570.068,-88.261,1046446.2,-90.032
2016,64,제64류 신발류·각반 및 이와 유사한 것과 이들의 부분품,10876.384,-89.243,713189.7,-87.837,4378.372,-91.812,381748.4,-91.024,15254.756,-90.131,1094938.1,-89.177
2016,65,제65류 모자류와 그 부분품,0.8,-85.843,10,-95.726,4.3,-54.118,157,-59.743,5.1,-66.052,167,-73.237
2016,66,제66류 산류·지팡이·시트스틱·채찍 및 이들의 부분품,170.337,24.991,5350,132.608,,,,,170.337,6.709,5350,55.387
2016,67,"제67류 조제우모와 솜털 및 그 제품, 조화, 인모제품",,,,,0.007,-99.988,2,-99.896,0.007,-99.988,2,-99.912
2016,68,제68류 석·플라스터·시멘트·석면·운모 또는 이와 유사한 재료의 제품,,,,,13.747,-97.912,2883.4,-99.847,13.747,-97.92,2883.4,-99.85
2016,69,제69류 도자제품,1157.744,-84.416,175582,-86.446,2.233,-98.489,226,-99.608,1159.977,-84.69,175808,-87.007
2016,70,제70류 유리와 유리제품,137.093,-85.277,111.4,-97.107,55.006,-87.554,25135.3,-82.763,192.099,-86.01,25246.7,-83.132
2016,71,"제71류 천연 또는 양식진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과 주화",97.576,-89.55,21.7,-92.109,17.763,-91.455,49,-98.915,115.339,-89.897,70.7,-98.524
2016,72,제72류 철강,13.42,-75.554,60662.8,-86.122,1265.59,-91.625,679113.1,-89.471,1279.01,-91.567,739775.9,-89.259
2016,73,제73류 철강의 제품,1217.798,-88.405,316018.5,-87.845,841.363,-92.377,234176.1,-94.388,2059.161,-90.44,550194.6,-91.876
2016,74,제74류 동과 그 제품,,,,,7.112,-95.218,988.8,-95.124,7.112,-95.408,988.8,-96.088
2016,76,제76류 알루미늄과 그 제품,343.116,-88.049,120126,-89.364,163.903,-90.842,53600,-92.824,507.019,-89.122,173726,-90.741
2016,78,제78류 연(鉛)과 그 제품,2.534,,200,,3.615,-83.009,274,-97.283,6.149,-71.098,474,-95.3
2016,79,제79류 아연과 그 제품,,,,,8.476,-75.258,5000,-57.645,8.476,-75.258,5000,-57.645
2016,81,"제81류 기타 비금속, 서메트, 이들의 제품",,,,,0.039,-89.922,3,-85.714,0.039,-89.922,3,-85.714
2016,82,제82류 비금속제의 공구·도구·칼붙이·스푼과 포크 및 이들의 부분품,143.133,-91.963,34761.7,-90.648,122.201,-89.322,19972.5,-78.453,265.334,-90.93,54734.2,-88.214
2016,83,제83류 비금속제의 각종 제품,9.835,-93.948,2583.6,-42.535,50.189,-87.863,2917.7,-87.611,60.024,-89.58,5501.3,-80.386
2016,84,제84류 원자로·보일러와 기계류 및 이들의 부분품,6564.886,-89.096,760401.5,-90.986,4890.457,-90.586,671230.9,-90.236,11455.343,-89.786,1431632.4,-90.649
2016,85,"제85류 전기기기와 그 부분품, 녹음기와 음성재생기·텔레비젼의 영상 및 음성의 기록기와 재생기 및 이들의 부분품과 부속품",72908.884,-85.934,2119908.6,-89.072,58749.213,-86.505,2117353.2,-89.594,131658.097,-86.195,4237261.8,-89.339
2016,87,제87류 철도 또는 궤도용 외의 차량 및 그 부분품과 부속품,1226.982,-87.613,178373.1,-86.408,1011.748,-88.916,174840.7,-90.583,2238.73,-88.238,353213.8,-88.854
2016,88,제88류 항공기와 우주선 및 이들의 부분품,297.927,-90.157,2039,-89.458,24.889,-65.54,499,-69.921,322.816,-89.584,2538,-87.914
2016,90,제90류 광학기기·사진용기기·영화용기기·측정기기·검사기기·정밀기기와 의료용기기 및 이들의 부분품과 부속품,2050.384,-90.779,7580.4,-85.601,624.787,-88.608,11733,-91.348,2675.171,-90.349,19313.4,-89.741
2016,91,제91류 시계와 그 부분품,170.018,-92.275,3149.3,-89.453,118.689,-91.151,111.4,-99.052,288.707,-91.849,3260.7,-92.164
2016,92,제92류 악기 및 그 부분품과 부속품,,,,,0.15,-98.915,3.6,-99.459,0.15,-98.915,3.6,-99.459
2016,94,"제94류 가구와 침구·매트리스·매트리스서포트·쿠션과 이와 유사한 물품, 다른 류에 분류되지 아니한 램프와 조명기구, 조명용 사인·조명용 네임플레이트와 이와 유사한 물품 및 조립식 건축물",7041.065,-90.329,627541.9,-90.755,5011.765,-90.663,400688.4,-92.069,12052.83,-90.471,1028230.3,-91.316
2016,95,제95류 완구·유희용구·운동용구 및 이들의 부분품과 부속품,134.176,-86.998,15044,-92.058,21.663,-95.846,21958.8,-87.045,155.839,-89.969,37002.8,-89.69
2016,96,제96류 잡 품,682.59,-91.609,144197.6,-92.272,511.001,-94.895,59606.8,-94.497,1193.591,-93.422,203804.4,-93.089
2017,8,제8류 식용의 과실 및 견과류와 감귤류 또는 멜론의 껍질,,,,,0.023,-99.99,1.5,-99.999,0.023,-99.995,1.5,-99.999
2017,17,제17류 당류와 설탕과자,,,,,1.095,-71.085,24.3,-98.592,1.095,-71.085,24.3,-98.592
2017,18,제18류 코코아와 그 조제품,,,,,0.07,,87,,0.07,,87,
2017,19,제19류 곡물·분·전분 또는 밀크의 조제품과 베이커리 제품,,,,,197.865,-40.093,59173,-46.154,197.865,-40.093,59173,-46.154
2017,21,제21류 각종의 조제식료품,,,,,0.296,-99.943,121,-99.923,0.296,-99.943,121,-99.923
2017,22,제22류 음료·알콜 및 식초,8.005,,21100,,,,,,8.005,-70.503,21100,-3.554
2017,27,"제27류 광물성 연료, 광물유와 이들의 증류물, 역청물질 및 광물성 왁스",,,,,0.358,-99.99,50,-99.997,0.358,-99.99,50,-99.997
2017,28,제28류 무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물,,,,,0.169,-98.84,235,-99.291,0.169,-98.84,235,-99.291
2017,29,제29류 유기화학품,,,,,22.653,-51.761,1375,-86.158,22.653,-51.761,1375,-86.158
2017,30,제30류 의료용품,,,,,620.489,-67.749,14851.6,-28.946,620.489,-67.749,14851.6,-28.946
2017,32,"제32류 유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니쉬, 퍼티와 기타 매스틱 및 잉크",,,,,1.833,-99.701,104.5,-99.948,1.833,-99.783,104.5,-99.962
2017,38,제38류 각종 화학공업 생산품,,,,,4.311,-97.781,408,-98.931,4.311,-97.781,408,-98.931
2017,39,제39류 플라스틱과 그 제품,,,,,6.215,-99.895,641,-99.954,6.215,-99.952,641,-99.972
2017,40,제40류 고무와 그 제품,,,,,1.484,-99.114,170,-99.489,1.484,-99.114,170,-99.489
2017,42,제42류 가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물의 거트(누에의 거트를 제외한다)의 제품,,,,,0.107,-99.998,4.2,-99.999,0.107,-99.999,4.2,-99.999
2017,48,"제48류 지와 판지, 제지용 펄프, 지 또는 판지의 제품",,,,,11.323,-99.775,586.3,-99.949,11.323,-99.897,586.3,-99.969
2017,62,제62류 의류와 그 부속품(메리야스 편물 또는 뜨게질 편물의 것을 제외한다),,,,,21.176,-99.305,7.7,-99.994,21.176,-99.938,7.7,-99.999
2017,63,"제63류 제품으로 된 방직용 섬유의 기타 물품, 세트, 사용하던 의류·사용하던 방직용 섬유제품 및 넝마",,,,,0.497,-99.93,46.5,-99.981,0.497,-99.989,46.5,-99.995
2017,65,제65류 모자류와 그 부분품,,,,,1.648,-61.674,45,-71.337,1.648,-67.686,45,-73.053
2017,70,제70류 유리와 유리제품,,,,,0.742,-98.651,341,-98.643,0.742,-99.613,341,-98.649
2017,73,제73류 철강의 제품,,,,,2.531,-99.699,2443.5,-98.956,2.531,-99.877,2443.5,-99.555
2017,82,제82류 비금속제의 공구·도구·칼붙이·스푼과 포크 및 이들의 부분품,,,,,0.125,-99.897,7,-99.964,0.125,-99.952,7,-99.987
2017,83,제83류 비금속제의 각종 제품,,,,,0.058,-99.884,2.5,-99.914,0.058,-99.903,2.5,-99.954
2017,84,제84류 원자로·보일러와 기계류 및 이들의 부분품,,,,,5.238,-99.892,516.3,-99.923,5.238,-99.954,516.3,-99.963
2017,85,"제85류 전기기기와 그 부분품, 녹음기와 음성재생기·텔레비젼의 영상 및 음성의 기록기와 재생기 및 이들의 부분품과 부속품",,,,,1.578,-99.997,326.8,-99.984,1.578,-99.998,326.8,-99.992
2017,91,제91류 시계와 그 부분품,,,,,0.017,-99.985,3,-97.307,0.017,-99.994,3,-99.907
2017,94,"제94류 가구와 침구·매트리스·매트리스서포트·쿠션과 이와 유사한 물품, 다른 류에 분류되지 아니한 램프와 조명기구, 조명용 사인·조명용 네임플레이트와 이와 유사한 물품 및 조립식 건축물",,,,,0.707,-99.985,70,-99.982,0.707,-99.994,70,-99.993
2017,96,제96류 잡 품,,,,,0.005,-99.999,21.3,-99.964,0.005,-99.999,21.3,-99.989
2018,2,제2류 육과 식용설육,,,,,11.543,,918,,11.543,,918,
2018,3,제3류 어류·갑각류·연체동물 및 기타 수생무척추동물,,,,,17.622,,1958.7,,17.622,,1958.7,
2018,4,제4류 낙농품·조란·천연꿀 및 다른 류에 분류되지 아니한 식용의 동물성 생산품,,,,,53.228,,21000.5,,53.228,,21000.5,
2018,6,"제6류 산 수목과 기타의 식물, 인경·뿌리 와 이와 유사한 물품 및 절화와 장식용의 잎",,,,,5.432,,1222,,5.432,,1222,
2018,7,제7류 식용의 채소·뿌리 및 괴경,,,,,27.322,,5112.3,,27.322,,5112.3,
2018,8,제8류 식용의 과실 및 견과류와 감귤류 또는 멜론의 껍질,,,,,538.223,2340000,201797.8,13453086.67,538.223,2340000,201797.8,13453086.67
2018,9,제9류 커피·차·마태 및 향신료,,,,,1.035,,64,,1.035,,64,
2018,10,제10류 곡물,,,,,0.333,,328,,0.333,,328,
2018,11,"제11류 제분공업의 생산품과 맥아, 전분, 이눌린 및 밀의 글루텐",,,,,34.251,,6074.4,,34.251,,6074.4,
2018,12,"제12류 채유용에 적합한 종자와 과실, 각종의 종자와 과실, 공업용 또는 의약용의 식물, 짚과 사료용 식물",,,,,0.742,,202.3,,0.742,,202.3,
2018,15,"제15류 동식물성 유지 및 이들의 분해생산물, 조제식용지와 동식물성의 납",,,,,0.94,,24,,0.94,,24,
2018,16,제16류 육류·어류·갑각류·연체동물 또는 기타 수생무척추동물의 조제품,,,,,2.789,,318.5,,2.789,,318.5,
2018,17,제17류 당류와 설탕과자,,,,,0.225,-79.452,85.7,252.674,0.225,-79.452,85.7,252.674
2018,18,제18류 코코아와 그 조제품,,,,,0.04,-42.857,10,-88.505,0.04,-42.857,10,-88.505
2018,19,제19류 곡물·분·전분 또는 밀크의 조제품과 베이커리 제품,0.163,,1,,257.116,29.945,64616,9.198,257.279,30.027,64617,9.2
2018,20,제20류 채소·과실·견과류 또는 식물의 기타 부분의 조제품,,,,,34.66,,6364.8,,34.66,,6364.8,
2018,21,제21류 각종의 조제식료품,,,,,149.695,50472.635,34374.5,28308.677,149.695,50472.635,34374.5,28308.677
2018,22,제22류 음료·알콜 및 식초,2.598,-67.545,1680,-92.037,27.513,,27338.2,,30.111,276.152,29018.2,37.527
2018,24,제24류 담배와 제조한 담배대용물,,,,,4.047,,26,,4.047,,26,
2018,25,"제25류 소금, 황, 토석류 및 석고·석회와 시멘트",0.21,,180,,58.832,,264455.1,,59.042,,264635.1,
2018,27,"제27류 광물성 연료, 광물유와 이들의 증류물, 역청물질 및 광물성 왁스",38.173,,32754.75,,429.131,119768.994,387348.6,774597.2,467.304,130431.843,420103.35,840106.7
2018,28,제28류 무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물,1.77,,425,,45.669,26923.076,91169.6,38695.574,47.439,27970.414,91594.6,38876.425
2018,29,제29류 유기화학품,0.75,,100,,83.524,268.71,6613,380.945,84.274,272.021,6713,388.218
2018,30,제30류 의료용품,0.461,,6,,3062.187,393.511,30297.6,104.002,3062.648,393.586,30303.6,104.042
2018,32,"제32류 유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니쉬, 퍼티와 기타 매스틱 및 잉크",1.69,,511,,29.045,1484.56,9980.4,9450.622,30.735,1576.759,10491.4,9939.617
2018,33,제33류 정유와 레지노이드 및 조제향료와 화장품류 또는 화장용품류,0.307,,2,,5.025,,363.7,,5.332,,365.7,
2018,34,제34류 비누·유기계면활성제·조제세제·조제윤활제·인조왁스·조제왁스·광택 또는 연마조제품·양초와 이와 유사한 물품·조형용 페이스트·치과용왁스와 플라스터를 기제로 한 치과용 조제품,1.401,,343,,5.355,,1277.6,,6.756,,1620.6,
2018,35,"제35류 단백질계 물질, 변성전분, 글루 및 효소",0.266,,5,,2.436,,326.9,,2.702,,331.9,
2018,36,제36류 화약류·화공품·성냥·발화성 합금 및 특정 가연성 조제품,0.098,,5.5,,0.099,,5.5,,0.197,,11,
2018,37,제37류 사진용 또는 영화용의 재료,6.536,,240,,14.353,,440,,20.889,,680,
2018,38,제38류 각종 화학공업 생산품,0.38,,172,,1206.508,27886.731,53319.5,12968.504,1206.888,27895.546,53491.5,13010.661
2018,39,제39류 플라스틱과 그 제품,51.258,,1903.15,,376.464,5957.345,1440648.52,224650.159,427.722,6782.091,1442551.67,224947.062
2018,40,제40류 고무와 그 제품,8.259,,648.3,,67.729,4463.948,62089.1,36423,75.988,5020.485,62737.4,36804.352
2018,42,제42류 가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물의 거트(누에의 거트를 제외한다)의 제품,1.073,,36,,1.137,962.616,51.4,1123.809,2.21,1965.42,87.4,1980.952
2018,44,제44류 목재와 그 제품 및 목탄,38.116,,881.9,,108.122,,866132.9,,146.238,,867014.8,
2018,46,제46류 짚·에스파르토 또는 기타 조물재료의 제품과 농세공물 및 지조세공물,1.63,,65,,2.035,,79,,3.665,,144,
2018,47,"제47류 목재 또는 기타 섬유질 셀룰로스재료의 펄프, 회수한 지 또는 판지(웨이스트와 스크랩)",0.036,,4000,,,,,,0.036,,4000,
